sort_order,page,letter,code,code_type,headword,sub_headword,term,site_restriction,obs,see_snomed,see_also,is_headword_entry
5022,164,L,8633/1,morphology,Leydig-Sertoli cell tumor,,retiform,,false,false,,false
5023,164,L,8634/1,morphology,Leydig-Sertoli cell tumor,,"retiform, with heterologous elements",,false,false,,false
5024,164,L,8631/3,morphology,Leydig-Sertoli cell tumor,,sarcomatoid,,false,false,,false
5025,164,L,8631/0,morphology,Leydig-Sertoli cell tumor,,well differentiated,,false,false,,false
5026,164,L,9493/0,morphology,Lhermitte-Duclos dysplastic gangliocytoma,,Lhermitte-Duclos dysplastic gangliocytoma of cerebellum (C71.6),C71.6,false,false,,true
5027,164,L,C44.1,topography,Lid,,NOS,,false,false,,false
5028,164,L,C44.1,topography,Lid,,lower,,false,false,,false
5029,164,L,C44.1,topography,Lid,,upper,,false,false,,false
5030,164,L,C49.9,topography,Ligament,,NOS,,false,false,,false
5031,164,L,C57.1,topography,Ligament,,broad,,false,false,,false
5032,164,L,C57.2,topography,Ligament,,round,,false,false,,false
5033,164,L,C57.3,topography,Ligament,,uterine,,false,false,,false
5034,164,L,C57.3,topography,Ligament,,uterosacral,,false,false,,false
5035,164,L,9769/1,morphology,"Light chain disease, systemic",,"Light chain disease, systemic",,false,false,,true
5036,164,L,C69.1,topography,Limbus of cornea,,Limbus of cornea,,false,false,,true
5037,164,L,C02.9,topography,"Lingual, NOS",,"Lingual, NOS",,false,false,,true
5038,164,L,C02.4,topography,Lingual tonsil,,Lingual tonsil,,false,false,,true
5039,164,L,C34.1,topography,"Lingula, lung",,"Lingula, lung",,false,false,,true
5040,164,L,8142/3,morphology,Linitis plastica (C16._),,Linitis plastica (C16._),,false,false,,true
5041,164,L,C00.9,topography,Lip,,NOS (excludes skin of lip C44.0),,false,false,,false
5042,164,L,C00.6,topography,Lip,,commissure,,false,false,,false
5043,164,L,C00.6,topography,Lip,,"commissure, labial",,false,false,,false
5044,164,L,C00.2,topography,Lip,External,NOS,,false,false,,false
5045,164,L,C00.1,topography,Lip,External,lower,,false,false,,false
5046,164,L,C00.0,topography,Lip,External,upper,,false,false,,false
5047,164,L,C00.5,topography,Lip,Fenulum,NOS,,false,false,,false
5048,164,L,C00.5,topography,Lip,Fenulum,"labii, NOS",,false,false,,false
5049,164,L,C00.4,topography,Lip,Fenulum,lower,,false,false,,false
5050,164,L,C00.3,topography,Lip,Fenulum,upper,,false,false,,false
5051,164,L,C00.5,topography,Lip,Inner aspect,NOS,,false,false,,false
5052,164,L,C00.4,topography,Lip,Inner aspect,lower,,false,false,,false
5053,164,L,C00.3,topography,Lip,Inner aspect,upper,,false,false,,false
5054,164,L,C00.5,topography,Lip,,"internal, NOS",,false,false,,false
5055,164,L,C00.6,topography,Lip,,labial commissure,,false,false,,false
5056,165,L,C00.1,topography,Lip,Lower,NOS (excludes skin of lower lip -------- diffuse (see SNOMED) C44.0),,false,true,,false
5057,165,L,C00.1,topography,Lip,Lower,external,,false,false,,false
5058,165,L,C00.4,topography,Lip,Lower,frenulum,,false,false,,false
5059,165,L,C00.4,topography,Lip,Lower,inner aspect,,false,false,,false
5060,165,L,C00.4,topography,Lip,Lower,mucosa,,false,false,,false
5061,165,L,C44.0,topography,Lip,Lower,skin,,false,false,,false
5062,165,L,C00.1,topography,Lip,Lower,vermilion border,,false,false,,false
5063,165,L,C00.5,topography,Lip,Mucosa,NOS,,false,false,,false
5064,165,L,C00.4,topography,Lip,Mucosa,lower,,false,false,,false
5065,165,L,C00.3,topography,Lip,Mucosa,upper,,false,false,,false
5066,165,L,C44.0,topography,Lip,,"skin, NOS",,false,false,,false
5067,165,L,C00.0,topography,Lip,Upper,NOS (excludes skin of upper lip 8853/3 round cell C44.0),,false,false,,false
5068,165,L,C00.0,topography,Lip,Upper,external,,false,false,,false
5069,165,L,C00.3,topography,Lip,Upper,frenulum,,false,false,,false
5070,165,L,C00.3,topography,Lip,Upper,inner aspect,,false,false,,false
5071,165,L,C00.3,topography,Lip,Upper,mucosa,,false,false,,false
5072,165,L,C44.0,topography,Lip,Upper,skin,,false,false,,false
5073,165,L,C00.0,topography,Lip,Upper,vermilion border,,false,false,,false
5074,165,L,C00.2,topography,Lip,Vermilion border,NOS,,false,false,,false
5075,165,L,C00.1,topography,Lip,Vermilion border,lower,,false,false,,false
5076,165,L,C00.0,topography,Lip,Vermilion border,upper,,false,false,,false
5077,165,L,8670/0,morphology,Lipid,,cell tumor of ovary (C56.9),C56.9,false,false,,false
5078,165,L,8641/0,morphology,Lipid,,"storage, Sertoli cell tumor with (C56.9)",C56.9,false,false,,false
5079,165,L,8641/0,morphology,Lipid,,"storage, tubular androblastoma with (C56.9)",C56.9,false,false,,false
5080,165,L,8641/0,morphology,"Lipidique, folliculome",,"Lipidique, folliculome",,false,false,,true
5081,165,L,8314/3,morphology,Lipid-rich carcinoma (C50._),,Lipid-rich carcinoma (C50._),,false,false,,true
5082,165,L,8641/0,morphology,Lipid-rich Sertoli cell tumor,,Lipid-rich Sertoli cell tumor (C56.9),C56.9,false,false,,true
5083,165,L,8324/0,morphology,Lipoadenoma,,Lipoadenoma,,false,false,,true
5084,165,L,8881/0,morphology,Lipoblastoma,,Lipoblastoma,,false,false,,true
5085,165,L,8881/0,morphology,Lipoblastomatosis,,Lipoblastomatosis,,false,false,,true
5086,165,L,,,Lipoblastomatosis,,"Lipogranuloma, NOS (see SNOMED)",,false,true,,false
5087,165,L,8670/0,morphology,"Lipoid cell tumor, ovary",,"Lipoid cell tumor, ovary (C56.9)",C56.9,false,false,,true
5088,165,L,8890/0,morphology,Lipoleiomyoma,,Lipoleiomyoma,,false,false,,true
5089,165,L,8850/0,morphology,Lipoma,,NOS,,false,false,,false
5090,165,L,8850/1,morphology,Lipoma,,atypical,,false,false,,false
5091,165,L,8862/0,morphology,Lipoma,,chondroid,,false,false,,false
5092,165,L,8880/0,morphology,Lipoma,,fetal fat cell,,false,false,,false
5093,165,L,8881/0,morphology,Lipoma,,"fetal, NOS",,false,false,,false
5094,165,L,8856/0,morphology,Lipoma,,infiltrating,,false,false,,false
5095,165,L,8856/0,morphology,Lipoma,,intramuscular,,false,false,,false
5096,165,L,8854/0,morphology,Lipoma,,pleomorphic,,false,false,,false
5097,165,L,8857/0,morphology,Lipoma,,spindle cell,,false,false,,false
5098,165,L,8851/3,morphology,Lipoma-like liposarcoma,,Lipoma-like liposarcoma,,false,false,,true
5099,165,L,,,Lipomatosis,,NOS (see SNOMED),,false,true,,false
5100,165,L,8881/0,morphology,Lipomatosis,,fetal,,false,false,,false
5101,165,L,9506/1,morphology,Lipomatous medulloblastoma,,Lipomatous medulloblastoma (C71.6),C71.6,false,false,,true
5102,165,L,9506/1,morphology,"Liponeurocytoma, cerebellar",,"Liponeurocytoma, cerebellar",,false,false,,true
5103,165,L,8850/3,morphology,Liposarcoma,,NOS,,false,false,,false
5104,165,L,8858/3,morphology,Liposarcoma,,dedifferentiated,,false,false,,false
5105,165,L,8851/3,morphology,Liposarcoma,,differentiated,,false,false,,false
5106,165,L,8857/3,morphology,Liposarcoma,,fibroblastic,,false,false,,false
5107,165,L,8851/3,morphology,Liposarcoma,,inflammatory,,false,false,,false
5108,165,L,8851/3,morphology,Liposarcoma,,lipoma-like,,false,false,,false
5109,165,L,8855/3,morphology,Liposarcoma,,mixed,,false,false,,false
5110,165,L,8852/3,morphology,Liposarcoma,,myxoid,,false,false,,false
5111,165,L,8854/3,morphology,Liposarcoma,,pleomorphic,,false,false,,false
5112,165,L,8851/3,morphology,Liposarcoma,,sclerosing,,false,false,,false
5113,165,L,8850/1,morphology,Liposarcoma,,superficial well differentated,,false,false,,false
5114,165,L,8851/3,morphology,Liposarcoma,,well differentiated,,false,false,,false
5115,165,L,8850/1,morphology,Liposarcoma,,"well differentiated, superficial soft tissue",,false,false,,false
5116,165,L,C22.0,topography,Liver,,Liver,,false,false,,true
5117,165,L,8170/0,morphology,Liver cell adenoma,,Liver cell adenoma (C22.0),C22.0,false,false,,true
5118,165,L,8170/3,morphology,Liver cell carcinoma,,Liver cell carcinoma (C22.0),C22.0,false,false,,true
5119,165,L,C71.1,topography,Lobe,,frontal,,false,false,,false
5120,165,L,C34.3,topography,Lobe,,"lower, bronchus",,false,false,,false
5121,165,L,C34.3,topography,Lobe,,"lower, lung",,false,false,,false
5122,165,L,C34.2,topography,Lobe,,"middle, bronchus",,false,false,,false
5123,165,L,C34.2,topography,Lobe,,"middle, lung",,false,false,,false
5124,165,L,C71.4,topography,Lobe,,occipital,,false,false,,false
5125,165,L,C71.3,topography,Lobe,,parietal,,false,false,,false
5126,165,L,C71.2,topography,Lobe,,temporal,,false,false,,false
5127,165,L,C34.1,topography,Lobe,,"upper, bronchus",,false,false,,false
5128,165,L,C34.1,topography,Lobe,,"upper, lung",,false,false,,false
5129,165,L,8520/3,morphology,Lobular,,adenocarcinoma (C50._),,false,false,,false
5130,165,L,8522/3,morphology,Lobular,,and ductal carcinoma (C50._),,false,false,,false
5131,165,L,8522/3,morphology,Lobular,,and infiltrating duct carcinoma (C50._),,false,false,,false
5132,165,L,8522/3,morphology,Lobular,,and intraductal carcinoma (C50._),,false,false,,false
5133,165,L,8520/3,morphology,Lobular,Carcinoma,NOS (C50._),,false,false,,false
5134,165,L,8522/3,morphology,Lobular,Carcinoma,"infiltrating, and ductal carcinoma in situ (C50._)",,false,false,,false
5135,165,L,8520/3,morphology,Lobular,Carcinoma,infiltrating (C50._) In situ,,false,false,,false
5136,165,L,8520/2,morphology,Lobular,Carcinoma,NOS (C50._),,false,false,,false
5137,165,L,8522/3,morphology,Lobular,Carcinoma,and infiltrating duct (C50._),,false,false,,false
5138,165,L,8522/2,morphology,Lobular,Carcinoma,and intraductal carcinoma (C50._),,false,false,,false
5139,165,L,8520/2,morphology,Lobular,Carcinoma,noninfiltrating (C50._),,false,false,,false
5140,166,L,,,Lobular,,hyperplasia (see SNOMED),,false,true,,false
5141,166,L,8524/3,morphology,Lobular,,"infiltrating, mixed with other types of 8077/0 anal intraepithelial neoplasia (C21.1) carcinoma (C50._)",C21.1,false,false,,false
5142,166,L,C44.2,topography,"Lobule, ear",,"Lobule, ear",,false,false,,true
5143,166,L,8815/0,morphology,Localized fibrous tumor,,Localized fibrous tumor,,false,false,,true
5144,166,L,C03.1,topography,Lower,,alveolar mucosa,,false,false,,false
5145,166,L,C03.1,topography,Lower,,alveolar ridge mucosa,,false,false,,false
5146,166,L,C03.1,topography,Lower,,alveolus,,false,false,,false
5147,166,L,C50.8,topography,Lower,,breast,,false,false,,false
5148,166,L,C03.1,topography,Lower,,gingiva,,false,false,,false
5149,166,L,C03.1,topography,Lower,,gum,,false,false,,false
5150,166,L,C50.3,topography,Lower,,inner quadrant of breast,,false,false,,false
5151,166,L,C41.1,topography,Lower,,jaw bone,,false,false,,false
5152,166,L,C44.1,topography,Lower,,lid,,false,false,,false
5153,166,L,C00.1,topography,Lower,Lip,NOS (excludes skin of lower lip 8240/3 neuroendocrine carcinoma C44.0),,false,false,,false
5154,166,L,C00.1,topography,Lower,Lip,external,,false,false,,false
5155,166,L,C00.4,topography,Lower,Lip,frenulum,,false,false,,false
5156,166,L,C00.4,topography,Lower,Lip,inner aspect,,false,false,,false
5157,166,L,C00.4,topography,Lower,Lip,mucosa,,false,false,,false
5158,166,L,C44.0,topography,Lower,Lip,skin,,false,false,,false
5159,166,L,C00.1,topography,Lower,Lip,vermilion border,,false,false,,false
5160,166,L,C34.3,topography,Lower,,"lobe, bronchus",,false,false,,false
5161,166,L,C34.3,topography,Lower,,"lobe, lung",,false,false,,false
5162,166,L,C50.5,topography,Lower,,outer quadrant of breast,,false,false,,false
5163,166,L,C15.5,topography,Lower,,third of esophagus,,false,false,,false
5164,166,L,C54.0,topography,Lower,,uterine segment,,false,false,,false
5165,166,L,C76.5,topography,Lower limb,,NOS,,false,false,,false
5166,166,L,C44.7,topography,Lower limb,,"NOS (carcinoma, melanoma, nevus)",,false,false,,false
5167,166,L,C49.2,topography,Lower limb,,"NOS (sarcoma, lipoma)",,false,false,,false
5168,166,L,C49.2,topography,Lower limb,,adipose tissue,,false,false,,false
5169,166,L,C47.2,topography,Lower limb,,autonomic nervous system,,false,false,,false
5170,166,L,C49.2,topography,Lower limb,,connective tissue,,false,false,,false
5171,166,L,C49.2,topography,Lower limb,,fatty tissue,,false,false,,false
5172,166,L,C49.2,topography,Lower limb,,fibrous tissue,,false,false,,false
5173,166,L,C40.2,topography,Lower limb,,long bones,,false,false,,false
5174,166,L,C40.2,topography,Lower limb,,"long bones, joints",,false,false,,false
5175,166,L,C77.4,topography,Lower limb,,lymph node,,false,false,,false
5176,166,L,C49.2,topography,Lower limb,,muscle,,false,false,,false
5177,166,L,C47.2,topography,Lower limb,,peripheral nerve,,false,false,,false
5178,166,L,C40.3,topography,Lower limb,,short bones,,false,false,,false
5179,166,L,C40.3,topography,Lower limb,,"short bones, joints",,false,false,,false
5180,166,L,C49.2,topography,Lower limb,,skeletal muscle,,false,false,,false
5181,166,L,C44.7,topography,Lower limb,,skin,,false,false,,false
5182,166,L,C49.2,topography,Lower limb,,soft tissue,,false,false,,false
5183,166,L,C49.2,topography,Lower limb,,subcutaneous tissue,,false,false,,false
5184,166,L,C49.2,topography,Lower limb,,tendon,,false,false,,false
5185,166,L,C49.2,topography,Lower limb,,tendon sheath,,false,false,,false
5186,166,L,8525/3,morphology,Low grade,,"adenocarcinoma, polymorphous",,false,false,,false
5187,166,L,8480/1,morphology,Low grade,,appendiceal mucinous neoplasm (C18.1),C18.1,false,false,,false
5188,166,L,9400/3,morphology,Low grade,,astrocytoma (C71._),,false,false,,false
5189,166,L,8240/3,morphology,Low grade,,"carcinoma, neuroendocrine",,false,false,,false
5190,166,L,8077/0,morphology,Low grade,,cervical intraepithelial neoplasia (C53._),,false,false,,false
5191,166,L,9400/3,morphology,Low grade,,diffuse astrocytoma (C71._),,false,false,,false
5192,166,L,8931/3,morphology,Low grade,,endometrial stromal sarcoma (C54.1),C54.1,false,false,,false
5193,166,L,8077/0,morphology,Low grade,,esophagus squamous intraepithelial neoplasia (C15._),,false,false,,false
5194,166,L,8503/0,morphology,Low grade,,intraductal tubular-papillary neoplasm,,false,false,,false
5195,166,L,8480/1,morphology,Low grade,,"mucinous neoplasm, appendiceal (C18.1)",C18.1,false,false,,false
5196,166,L,8503/0,morphology,Low grade,,"neoplasm, intraductal tubular-papillary",,false,false,,false
5197,166,L,8480/1,morphology,Low grade,,"neoplasm, mucinous appendiceal (C18.1)",C18.1,false,false,,false
5198,166,L,9187/3,morphology,Low grade,,"osteosarcoma, intraosseous",,false,false,,false
5199,166,L,8077/0,morphology,Low grade,,squamous intraepithelial neoplasia,,false,false,,false
5200,166,L,8503/0,morphology,Low grade,,"tubular-papillary neoplasm, intraductal",,false,false,,false
5201,166,L,8470/0,morphology,Low grade dysplasia (with),,"cystic neoplasm, mucinous (C25._)",,false,false,,false
5202,166,L,8453/0,morphology,Low grade dysplasia (with),,intraductal papillary-mucinous neoplasm (C25._),,false,false,,false
5203,166,L,8453/0,morphology,Low grade dysplasia (with),,intraductal papillary-mucinous tumor (C25._),,false,false,,false
5204,166,L,8470/0,morphology,Low grade dysplasia (with),,mucinous cystic neoplasm (C25._),,false,false,,false
5205,166,L,8470/0,morphology,Low grade dysplasia (with),,mucinous cystic tumor (C25._),,false,false,,false
5206,166,L,8163/0,morphology,Low grade dysplasia (with),,"non-invasive pancreatobiliary papillary neoplasm, with (C24.1)",C24.1,false,false,,false
5207,166,L,8453/0,morphology,Low grade dysplasia (with),,"papillary-mucinous neoplasm, intraductal (C25._)",,false,false,,false
5208,166,L,8453/0,morphology,Low grade dysplasia (with),,"papillary-mucinous tumor, intraductal (C25._)",,false,false,,false
5209,166,L,8470/0,morphology,Low grade dysplasia (with),,"tumor, mucinous cystic (C25._)",,false,false,,false
5210,166,L,8077/0,morphology,Low grade intraepithelial neoplasia (with),,anal (C21.1),C21.1,false,false,,false
5211,166,L,8148/0,morphology,Low grade intraepithelial neoplasia (with),,biliary,,false,false,,false
5212,166,L,8077/0,morphology,Low grade intraepithelial neoplasia (with),,cervical (C53._),,false,false,,false
5213,166,L,8470/0,morphology,Low grade intraepithelial neoplasia (with),,"cystic neoplasm, mucinous (C22._)",,false,false,,false
5214,166,L,8148/0,morphology,Low grade intraepithelial neoplasia (with),,esophageal glandular (C15._),,false,false,,false
5215,166,L,8077/0,morphology,Low grade intraepithelial neoplasia (with),,esophageal squamous (C15._),,false,false,,false
5216,166,L,8148/0,morphology,Low grade intraepithelial neoplasia (with),,glandular,,false,false,,false
5217,166,L,8148/0,morphology,Low grade intraepithelial neoplasia (with),,glandular esophageal (C15._),,false,false,,false
5218,166,L,8503/0,morphology,Low grade intraepithelial neoplasia (with),,intracystic papillary neoplasm (C23.9),C23.9,false,false,,false
5219,166,L,8503/0,morphology,Low grade intraepithelial neoplasia (with),,"intraductal papillary neoplasm (C22._, C24.0)",,false,false,,false
5220,166,L,8503/0,morphology,Low grade intraepithelial neoplasia (with),,"intraglandular papillary neoplasm (C22.1, C24.0)",,false,false,,false
5221,166,L,8470/0,morphology,Low grade intraepithelial neoplasia (with),,mucinous cystic neoplasm (C22._),,false,false,,false
5222,166,L,8163/0,morphology,Low grade intraepithelial neoplasia (with),,"non-invasive pancreatobiliary papillary neoplasm, with",,false,false,,false
5223,166,L,8163/0,morphology,Low grade intraepithelial neoplasia (with),,"pancreatobiliary papillary neoplasm, non-invasive, with (AIL)",,false,false,,false
5224,167,L,8503/0,morphology,"Low grade intraepithelial neoplasia (with), 9767/1 Lymphadenopathy, angioimmunoblastic continued",Papillary,intracystic neoplasm (C23.9),C23.9,false,false,,false
5225,167,L,8503/0,morphology,"Low grade intraepithelial neoplasia (with), 9767/1 Lymphadenopathy, angioimmunoblastic continued",Papillary,"intraductal neoplasm (C22._, C24.0)",,false,false,,false
5226,167,L,8503/0,morphology,"Low grade intraepithelial neoplasia (with), 9767/1 Lymphadenopathy, angioimmunoblastic continued",Papillary,"intraglandular neoplasm (C22.1, C24.0)",,false,false,,false
5227,167,L,8077/0,morphology,"Low grade intraepithelial neoplasia (with), 9767/1 Lymphadenopathy, angioimmunoblastic continued",,squamous,,false,false,,false
5228,167,L,8077/0,morphology,"Low grade intraepithelial neoplasia (with), 9767/1 Lymphadenopathy, angioimmunoblastic continued",,squamous esophageal (C15._),,false,false,,false
5229,167,L,8380/1,morphology,Low malignant potential,,endometrioid tumor,,false,false,,false
5230,167,L,8472/1,morphology,Low malignant potential,,"mucinous tumor, NOS (C56.9)",C56.9,false,false,,false
5231,167,L,8473/1,morphology,Low malignant potential,,papillary mucinous tumor (C56.9),C56.9,false,false,,false
5232,167,L,8462/1,morphology,Low malignant potential,,papillary serous tumor (C56.9),C56.9,false,false,,false
5233,167,L,8130/1,morphology,Low malignant potential,,papillary transitional cell neoplasm (C67._),,false,false,,false
5234,167,L,8130/1,morphology,Low malignant potential,,papillary urothelial neoplasm (C67._),,false,false,,false
5235,167,L,8442/1,morphology,Low malignant potential,,"serous tumor, NOS (C56.9)",C56.9,false,false,,false
5236,167,L,,,Low malignant potential,,"/1 Low malignant potential (see grading code, section 4.3.2)",,false,false,,false
5237,167,L,,,Low malignant potential,,"L_ (see Leukemia, FAB, L_)",,false,false,,false
5238,167,L,C72.0,topography,Lumbar,,cord,,false,false,,false
5239,167,L,C77.2,topography,Lumbar,,lymph node,,false,false,,false
5240,167,L,C47.6,topography,Lumbar,,nerve,,false,false,,false
5241,167,L,C47.5,topography,Lumbosacral plexus,,Lumbosacral plexus,,false,false,,true
5242,167,L,C34.9,topography,Lung,,NOS,,false,false,,false
5243,167,L,C34.9,topography,Lung,,bronchiole,,false,false,,false
5244,167,L,C34.9,topography,Lung,,bronchogenic,,false,false,,false
5245,167,L,C34.9,topography,Lung,Bronchus,NOS,,false,false,,false
5246,167,L,C34.3,topography,Lung,Bronchus,lower lobe,,false,false,,false
5247,167,L,C34.0,topography,Lung,Bronchus,main,,false,false,,false
5248,167,L,C34.2,topography,Lung,Bronchus,middle lobe,,false,false,,false
5249,167,L,C34.1,topography,Lung,Bronchus,upper lobe,,false,false,,false
5250,167,L,C34.0,topography,Lung,,carina,,false,false,,false
5251,167,L,C34.0,topography,Lung,,hilus,,false,false,,false
5252,167,L,C34.1,topography,Lung,,lingula,,false,false,,false
5253,167,L,C34.3,topography,Lung,,lower lobe,,false,false,,false
5254,167,L,C34.3,topography,Lung,,"lower lobe, bronchus",,false,false,,false
5255,167,L,C34.0,topography,Lung,,main bronchus,,false,false,,false
5256,167,L,C34.2,topography,Lung,,middle lobe,,false,false,,false
5257,167,L,C34.2,topography,Lung,,"middle lobe, bronchus",,false,false,,false
5258,167,L,C34.9,topography,Lung,,"pulmonary, NOS",,false,false,,false
5259,167,L,C34.1,topography,Lung,,upper lobe,,false,false,,false
5260,167,L,C34.1,topography,Lung,,"upper lobe, bronchus",,false,false,,false
5261,167,L,8601/0,morphology,Luteinized thecoma,,Luteinized thecoma (C56.9),C56.9,false,false,,true
5262,167,L,8610/0,morphology,Luteinoma,,Luteinoma (C56.9),C56.9,false,false,,true
5263,167,L,8610/0,morphology,"Luteoma, NOS",,"Luteoma, NOS (C56.9)",C56.9,false,false,,true
5264,167,L,,,"Luteoma, NOS",,"Luteoma, pregnancy (see SNOMED)",,false,true,,false
5265,167,L,9705/3,morphology,"Lymphadenopathy, angioimmunoblastic,",,"Lymphadenopathy, angioimmunoblastic, with dysproteinemia (AILD), peripheral",,false,false,,true
5266,167,L,9767/1,morphology,"Lymphadenopathy, immunoblastic (IBL)",,"Lymphadenopathy, immunoblastic (IBL)",,false,false,,true
5267,167,L,9170/3,morphology,Lymphangioendothelial sarcoma,,Lymphangioendothelial sarcoma,,false,false,,true
5268,167,L,9170/3,morphology,"Lymphangioendothelioma, malignant",,"Lymphangioendothelioma, malignant",,false,false,,true
5269,167,L,9170/0,morphology,"Lymphangioendothelioma, NOS",,"Lymphangioendothelioma, NOS",,false,false,,true
5270,167,L,9174/1,morphology,Lymphangioleiomyomatosis,,Lymphangioleiomyomatosis,,false,false,,true
5271,167,L,9170/0,morphology,Lymphangioma,,NOS,,false,false,,false
5272,167,L,9171/0,morphology,Lymphangioma,,capillary,,false,false,,false
5273,167,L,9172/0,morphology,Lymphangioma,,cavernous,,false,false,,false
5274,167,L,9173/0,morphology,Lymphangioma,,cystic,,false,false,,false
5275,167,L,,,Lymphangioma,,"Lymphangiomatosis, systemic (see SNOMED)",,false,true,,false
5276,167,L,9174/0,morphology,Lymphangiomyoma,,Lymphangiomyoma,,false,false,,true
5277,167,L,9174/1,morphology,Lymphangiomyomatosis,,Lymphangiomyomatosis,,false,false,,true
5278,167,L,9170/3,morphology,Lymphangiosarcoma,,Lymphangiosarcoma,,false,false,,true
5279,167,L,C49.9,topography,"Lymphatic, NOS",,"Lymphatic, NOS",,false,false,,true
5280,167,L,C77.9,topography,Lymph node,,NOS,,false,false,,false
5281,167,L,C77.2,topography,Lymph node,,abdominal,,false,false,,false
5282,167,L,C77.2,topography,Lymph node,,aortic,,false,false,,false
5283,167,L,C77.3,topography,Lymph node,,arm,,false,false,,false
5284,167,L,C77.0,topography,Lymph node,,auricular,,false,false,,false
5285,167,L,C77.3,topography,Lymph node,,axilla,,false,false,,false
5286,167,L,C77.3,topography,Lymph node,,axillary,,false,false,,false
5287,167,L,C77.3,topography,Lymph node,,brachial,,false,false,,false
5288,167,L,C77.1,topography,Lymph node,,bronchial,,false,false,,false
5289,167,L,C77.1,topography,Lymph node,,bronchopulmonary,,false,false,,false
5290,167,L,C77.2,topography,Lymph node,,celiac,,false,false,,false
5291,167,L,C77.0,topography,Lymph node,,cervical,,false,false,,false
5292,167,L,C77.4,topography,Lymph node,,Cloquet,,false,false,,false
5293,167,L,C77.2,topography,Lymph node,,colic,,false,false,,false
5294,167,L,C77.2,topography,Lymph node,,common duct,,false,false,,false
5295,167,L,C77.3,topography,Lymph node,,cubital,,false,false,,false
5296,167,L,C77.1,topography,Lymph node,,diaphragmatic,,false,false,,false
5297,167,L,C77.5,topography,Lymph node,,"epigastric, inferior",,false,false,,false
5298,167,L,C77.3,topography,Lymph node,,epitrochlear,,false,false,,false
5299,167,L,C77.1,topography,Lymph node,,esophageal,,false,false,,false
5300,167,L,C77.0,topography,Lymph node,,face,,false,false,,false
5301,167,L,C77.0,topography,Lymph node,,facial,,false,false,,false
5302,167,L,C77.4,topography,Lymph node,,femoral,,false,false,,false
5303,167,L,C77.2,topography,Lymph node,,gastric,,false,false,,false
5304,167,L,C77.4,topography,Lymph node,,groin,,false,false,,false
5305,167,L,C77.0,topography,Lymph node,,head,,false,false,,false
5306,167,L,C77.2,topography,Lymph node,,hepatic,,false,false,,false
5307,167,L,C77.1,topography,Lymph node,Hilar,NOS,,false,false,,false
5308,167,L,C77.1,topography,Lymph node,Hilar,pulmonary,,false,false,,false
5309,167,L,C77.2,topography,Lymph node,Hilar,splenic,,false,false,,false
5310,168,L,C77.5,topography,Lymph node,,hypogastric,,false,false,,false
5311,168,L,C77.2,topography,Lymph node,,ileocolic,,false,false,,false
5312,168,L,C77.5,topography,Lymph node,,iliac,,false,false,,false
5313,168,L,C77.5,topography,Lymph node,,inferior epigastric,,false,false,,false
5314,168,L,C77.2,topography,Lymph node,,inferior mesenteric,,false,false,,false
5315,168,L,C77.3,topography,Lymph node,,infraclavicular,,false,false,,false
5316,168,L,C77.4,topography,Lymph node,,inguinal,,false,false,,false
5317,168,L,C77.4,topography,Lymph node,,inguinal region,,false,false,,false
5318,168,L,C77.1,topography,Lymph node,,innominate,,false,false,,false
5319,168,L,C77.1,topography,Lymph node,,intercostal,,false,false,,false
5320,168,L,C77.2,topography,Lymph node,,intestinal,,false,false,,false
5321,168,L,C77.2,topography,Lymph node,,intra-abdominal,,false,false,,false
5322,168,L,C77.5,topography,Lymph node,,intrapelvic,,false,false,,false
5323,168,L,C77.1,topography,Lymph node,,intrathoracic,,false,false,,false
5324,168,L,C77.0,topography,Lymph node,,jugular,,false,false,,false
5325,168,L,C77.4,topography,Lymph node,,leg,,false,false,,false
5326,168,L,C77.4,topography,Lymph node,,lower limb,,false,false,,false
5327,168,L,C77.2,topography,Lymph node,,lumbar,,false,false,,false
5328,168,L,C77.0,topography,Lymph node,,mandibular,,false,false,,false
5329,168,L,C77.1,topography,Lymph node,,mediastinal,,false,false,,false
5330,168,L,C77.2,topography,Lymph node,Mesenteric,NOS,,false,false,,false
5331,168,L,C77.2,topography,Lymph node,Mesenteric,inferior,,false,false,,false
5332,168,L,C77.2,topography,Lymph node,Mesenteric,superior,,false,false,,false
5333,168,L,C77.2,topography,Lymph node,,midcolic,,false,false,,false
5334,168,L,C77.8,topography,Lymph node,,multiple regions,,false,false,,false
5335,168,L,C77.0,topography,Lymph node,,neck,,false,false,,false
5336,168,L,C77.5,topography,Lymph node,,obturator,,false,false,,false
5337,168,L,C77.0,topography,Lymph node,,occipital,,false,false,,false
5338,168,L,C77.2,topography,Lymph node,,pancreatic,,false,false,,false
5339,168,L,C77.2,topography,Lymph node,,para-aortic,,false,false,,false
5340,168,L,C77.5,topography,Lymph node,,paracervical,,false,false,,false
5341,168,L,C77.5,topography,Lymph node,,parametrial,,false,false,,false
5342,168,L,C77.1,topography,Lymph node,,parasternal,,false,false,,false
5343,168,L,C77.0,topography,Lymph node,,parotid,,false,false,,false
5344,168,L,C77.3,topography,Lymph node,,pectoral,,false,false,,false
5345,168,L,C77.5,topography,Lymph node,,pelvic,,false,false,,false
5346,168,L,C77.2,topography,Lymph node,,periaortic,,false,false,,false
5347,168,L,C77.2,topography,Lymph node,,peripancreatic,,false,false,,false
5348,168,L,C77.4,topography,Lymph node,,popliteal,,false,false,,false
