sort_order,code,behavior,term,synonyms,site_restriction,obs,group_code,group_name
916,9650/3,3,"Hodgkin lymphoma, NOS","Hodgkin disease, NOS | Malignant lymphoma, Hodgkin",,false,965-966,Hodgkin lymphoma
917,9651/3,3,"Hodgkin lymphoma, lymphocyte-rich","Classical Hodgkin lymphoma, lymphocyte- rich | Hodgkin disease, lymphocyte predominance, | NOS [obs] | Hodgkin disease, lymphocyte predominance, diffuse [obs] | Hodgkin disease, lymphocytic-histiocytic predominance [obs] cellularity, NOS | Classical Hodgkin lymphoma, mixed cellularity, NOS",,true,965-966,Hodgkin lymphoma
918,9653/3,3,"Hodgkin lymphoma, lymphocyte depletion, NOS","Classical Hodgkin lymphoma, lymphocyte depletion, NOS",,false,965-966,Hodgkin lymphoma
919,9654/3,3,"Hodgkin lymphoma, lymphocyte depletion, diffuse fibrosis","Classical Hodgkin lymphoma, lymphocyte depletion, diffuse fibrosis",,false,965-966,Hodgkin lymphoma
920,9655/3,3,"Hodgkin lymphoma, lymphocyte depletion, reticular","Classical Hodgkin lymphoma, lymphocyte depletion, reticular",,false,965-966,Hodgkin lymphoma
921,9659/3,3,"Hodgkin lymphoma, nodular lymphocyte predominance","Hodgkin paragranuloma, NOS [obs] | Hodgkin lymphoma, lymphocyte predominance, nodular | Hodgkin paragranuloma, nodular [obs]",,true,965-966,Hodgkin lymphoma
922,9661/3,3,Hodgkin granuloma [obs],,,true,965-966,Hodgkin lymphoma
923,9662/3,3,Hodgkin sarcoma [obs],,,true,965-966,Hodgkin lymphoma
924,9663/3,3,"Hodgkin lymphoma, nodular sclerosis, NOS","Classical Hodgkin lymphoma, nodular sclerosis, NOS | Hodgkin disease, nodular sclerosis, NOS",,false,965-966,Hodgkin lymphoma
925,9664/3,3,"Hodgkin lymphoma, nodular sclerosis, cellular phase","Classical Hodgkin lymphoma, nodular sclerosis, cellular phase",,false,965-966,Hodgkin lymphoma
926,9665/3,3,"Hodgkin lymphoma, nodular sclerosis, grade 1","Classical Hodgkin lymphoma, nodular sclerosis, grade 1 | Hodgkin disease, nodular sclerosis, lymphocyte predominance | Hodgkin disease, nodular sclerosis, mixed cellularity",,false,965-966,Hodgkin lymphoma
927,9667/3,3,"Hodgkin lymphoma, nodular sclerosis, grade 2","Classical Hodgkin lymphoma, nodular sclerosis, grade 2 | Hodgkin disease, nodular sclerosis, lymphocyte depletion | Hodgkin disease, nodular sclerosis, syncytial variant",,false,965-966,Hodgkin lymphoma
928,9670/3,3,"Malignant lymphoma, small B lymphocytic, NOS (see also M-9823/3)","Malignant lymphoma, lymphocytic, NOS | Malignant lymphoma, lymphocytic, diffuse, NOS | Malignant lymphoma, small cell, NOS | Malignant lymphoma, small lymphocytic, | NOS | Malignant lymphoma, lymphocytic, well differentiated, diffuse | Malignant lymphoma, small cell diffuse | Malignant lymphoma, small lymphocytic, diffuse",,false,967-969,Mature B-cell lymphomas
929,9671/3,3,"Malignant lymphoma, lymphoplasmacytic (see also M-9761/3)","Malignant lymphoma, lymphoplasmacytoid | Immunocytoma [obs] | Malignant lymphoma, plasmacytoid [obs] | Plasmacytic lymphoma [obs]",,true,967-969,Mature B-cell lymphomas
930,9673/3,3,"Mantle cell lymphoma (includes all variants: blastic, pleomorphic, small cell)","Malignant lymphoma, centrocytic [obs] | Malignant lymphoma, lymphocytic, intermediate differentiation, diffuse [obs] | Malignant lymphomatous polyposis | Mantle zone lymphoma [obs]",,true,967-969,Mature B-cell lymphomas
931,9675/3,3,"Malignant lymphoma, mixed small and large cell, diffuse [obs] (see also M-9690/3)","Malignant lymphoma, centroblastic- centrocytic, NOS [obs] | Malignant lymphoma, centroblastic- centrocytic, diffuse [obs] | Malignant lymphoma, mixed cell type, diffuse [obs] | Malignant lymphoma, mixed lymphocytic- histiocytic, diffuse [obs]",,true,967-969,Mature B-cell lymphomas
932,9678/3,3,Primary effusion lymphoma,,,false,967-969,Mature B-cell lymphomas
933,9679/3,3,Mediastinal large B-cell lymphoma (C38.3),Thymic large B-cell lymphoma (C37.9),C38.3,false,967-969,Mature B-cell lymphomas
934,9680/3,3,"Malignant lymphoma, large","B-cell, diffuse, NOS | Diffuse large B-cell lymphoma, NOS | Malignant lymphoma, histiocytic, NOS | [obs] | Malignant lymphoma, large B-cell, NOS | Malignant lymphoma, large B-cell, diffuse, centroblastic, NOS | Malignant lymphoma, large cell, NOS | Malignant lymphoma, large cell, cleaved, | NOS [obs] | Malignant lymphoma, large cell, diffuse, | NOS [obs] | Malignant lymphoma, large cell, noncleaved, NOS | Malignant lymphoma, large cleaved cell, | NOS [obs] | Malignant lymphoma, noncleaved, NOS | Malignant lymphoma, noncleaved, diffuse, | NOS [obs] | Malignant lymphoma, histiocytic, diffuse | Malignant lymphoma, large cell, cleaved and noncleaved [obs] | Malignant lymphoma, large cell, cleaved, diffuse | Malignant lymphoma, large cell, noncleaved, diffuse | Malignant lymphoma, centroblastic, NOS | Malignant lymphoma, centroblastic, diffuse | Anaplastic large B-cell lymphoma | B-cell lymphoma, unclassifiable, with features intermediate between diffuse large | B-cell lymphoma and Burkitt lymphoma | Diffuse large B-cell lymphoma associated with chronic inflammation | EBV positive diffuse large B-cell lymphoma of the elderly | Intravascular large B-cell lymphoma (C49.9) | Intravascular B-cell lymphoma | Angioendotheliomatosis | Angiotropic lymphoma | Primary cutaneous DLBCL, leg type (C44.7) | Primary diffuse large B-cell lymphoma of the | CNS (C70._, C71._, C72._) | T-cell rich large B-cell lymphoma | Histiocyte-rich large B-cell lymphoma",C49.9,true,967-969,Mature B-cell lymphomas
935,9684/3,3,"Malignant lymphoma, large B-cell, diffuse, immunoblastic, NOS","Malignant lymphoma, immunoblastic, | NOS | Immunoblastic sarcoma [obs] | Malignant lymphoma, large cell, immunoblastic",,true,967-969,Mature B-cell lymphomas
936,9687/3,3,"Burkitt lymphoma, NOS (see also M-9826/3) (includes all variants)","Burkitt tumor [obs] | Malignant lymphoma, small noncleaved, | Burkitt type [obs] | Malignant lymphoma, undifferentiated, | Burkitt type [obs] | Burkitt-like lymphoma",,true,967-969,Mature B-cell lymphomas
937,9688/3,3,T-cell/histiocyte rich large,B-cell lymphoma,,false,967-969,Mature B-cell lymphomas
938,9689/3,3,Splenic marginal zone B-cell lymphoma (C42.2),"Splenic marginal zone lymphoma, NOS (C42.2) | Splenic lymphoma with villous lymphocytes (C42.2)",C42.2,false,967-969,Mature B-cell lymphomas
939,9690/3,3,"Follicular lymphoma, NOS (see also M-9675/3)","Malignant lymphoma, follicle center, NOS | Malignant lymphoma, follicular, NOS | Malignant lymphoma, lymphocytic, nodular, NOS [obs] | Malignant lymphoma, nodular, NOS [obs] | Malignant lymphoma, centroblastic- centrocytic, follicular [obs] | Malignant lymphoma, follicle center, follicular",,true,967-969,Mature B-cell lymphomas
940,9691/3,3,"Follicular lymphoma, grade 2","Malignant lymphoma, mixed cell type, follicular [obs] | Malignant lymphoma, mixed cell type, nodular [obs] | Malignant lymphoma, mixed lymphocytic- histiocytic, nodular [obs] | Malignant lymphoma, mixed small cleaved and large cell, follicular [obs]",,true,967-969,Mature B-cell lymphomas
941,9695/3,3,"Follicular lymphoma, grade 1","Follicular lymphoma, small cleaved cell | Malignant lymphoma, lymphocytic, poorly differentiated, nodular [obs] | Malignant lymphoma, small cleaved cell, follicular [obs]",,true,967-969,Mature B-cell lymphomas
942,9698/3,3,"Follicular lymphoma, grade 3","Malignant lymphoma, large cell, follicular, | NOS | Malignant lymphoma, noncleaved cell, follicular, NOS [obs] | Follicular lymphoma, grade 3A | Follicular lymphoma, grade 3B | Malignant lymphoma, centroblastic, follicular | Malignant lymphoma, histiocytic, nodular | [obs] | Malignant lymphoma, large cell, noncleaved, follicular [obs] | Malignant lymphoma, large cleaved cell, follicular [obs] | Malignant lymphoma, lymphocytic, well differentiated, nodular [obs]",,true,967-969,Mature B-cell lymphomas
943,9699/3,3,"Marginal zone B-cell lymphoma, NOS","Marginal zone lymphoma, NOS | BALT lymphoma | Bronchial-associated lymphoid tissue lymphoma | MALT lymphoma | Monocytoid B-cell lymphoma | Mucosal-associated lymphoid tissue lymphoma | Nodal marginal zone lymphoma | SALT lymphoma | Skin-associated lymphoid tissue lymphoma | Extranodal marginal zone lymphoma of mucosa-associated lymphoid tissue",,false,967-969,Mature B-cell lymphomas
944,9700/3,3,Mycosis fungoides (C44._),Pagetoid reticulosis,,false,970-971,Mature T- and NK-cell lymphomas
945,9701/3,3,Sezary syndrome,Sezary disease,,false,970-971,Mature T- and NK-cell lymphomas
946,9702/3,3,"Mature T-cell lymphoma, NOS","Peripheral T-cell lymphoma, NOS | T-cell lymphoma, NOS | Peripheral T-cell lymphoma, large cell | Peripheral T-cell lymphoma, pleomorphic medium and large cell | Peripheral T-cell lymphoma, pleomorphic small cell | T-zone lymphoma | Anaplastic large cell lymphoma, ALK negative | Lymphoepithelioid lymphoma | Lennert lymphoma",,false,970-971,Mature T- and NK-cell lymphomas
947,9705/3,3,Angioimmunoblastic T-cell lymphoma,"Angioimmunoblastic lymphoma [obs] | Peripheral T-cell lymphoma, AILD (Angioimmunoblastic Lymphadenopathy with Dysproteinemia) [obs]",,true,970-971,Mature T- and NK-cell lymphomas
948,9708/3,3,Subcutaneous panniculitis- like T-cell lymphoma,,,false,970-971,Mature T- and NK-cell lymphomas
949,9709/3,3,"Cutaneous T-cell lymphoma, NOS (C44._)","Cutaneous lymphoma, NOS (C44._) [obs] | Primary cutaneous CD4-positive small/ medium T-cell lymphoma | Primary cutaneous CD8-positive aggressive epidermotropic cytotoxic T-cell lymphoma",,true,970-971,Mature T- and NK-cell lymphomas
950,9712/3,3,Intravascular large B-cell lymphoma (C49.9),,C49.9,false,970-971,Mature T- and NK-cell lymphomas
951,9714/3,3,"Anaplastic large cell lymphoma,","T cell and Null cell type | Large cell (Ki-1+) lymphoma [obs] | Anaplastic large cell lymphoma, NOS | Anaplastic large cell lymphoma, CD30+ | Anaplastic large cell lymphoma, ALK positive",,true,970-971,Mature T- and NK-cell lymphomas
952,9716/3,3,Hepatosplenic T-cell lymphoma,Hepatosplenic gamma-delta cell lymphoma,,false,970-971,Mature T- and NK-cell lymphomas
953,9717/3,3,Intestinal T-cell lymphoma,Enteropathy associated T-cell lymphoma | Enteropathy type intestinal T-cell lymphoma,,false,970-971,Mature T- and NK-cell lymphomas
954,9718/3,3,Primary cutaneous CD30+ T-cell lymphoproliferative disorder (C44._),Lymphomatoid papulosis (C44._) | Primary cutaneous anaplastic large cell lymphoma (C44._) | Primary cutaneous CD30+ large T-cell lymphoma (C44._),,false,970-971,Mature T- and NK-cell lymphomas
955,9719/3,3,"NK/T-cell lymphoma, nasal and nasal-type","Malignant reticulosis, NOS [obs] | Angiocentric T-cell lymphoma [obs] | Extranodal NK/T-cell lymphoma, nasal type | Malignant midline reticulosis [obs] | Polymorphic reticulosis [obs] | T/NK-cell lymphoma",,true,970-971,Mature T- and NK-cell lymphomas
956,9724/3,3,Systemic EBV positive,T-cell lymphoproliferative disease of childhood,,false,972,Precursor cell lymphoblastic lymphoma
957,9725/3,3,Hydroa vacciniforme-like lymphoma,,,false,972,Precursor cell lymphoblastic lymphoma
958,9726/3,3,Primary cutaneous gamma- delta T-cell lymphoma,,,false,972,Precursor cell lymphoblastic lymphoma
959,9727/3,3,"Precursor cell lymphoblastic lymphoma, NOS (see also M-9835/3)","Malignant lymphoma, lymphoblastic, NOS (see also M-9835/3) | Lymphoblastoma [obs] | Malignant lymphoma, convoluted cell | [obs] | Blastic NK cell lymphoma [obs] | Blastic plasmacytoid dendritic cell neoplasm",,true,972,Precursor cell lymphoblastic lymphoma
960,9728/3,3,Precursor B-cell lymphoblastic lymphoma (see also M-9836/3),,,false,972,Precursor cell lymphoblastic lymphoma
961,9729/3,3,Precursor T-cell lymphoblastic lymphoma (see also M-9837/3),,,false,972,Precursor cell lymphoblastic lymphoma
962,9731/3,3,"Plasmacytoma, NOS","Plasma cell tumor | Plasmacytoma of bone (C40._, C41._) | Solitary myeloma | Solitary plasmacytoma",,false,973,Plasma cell tumors
963,9732/3,3,Multiple myeloma (C42.1),"Myeloma, NOS (C42.1) | Myelomatosis (C42.1) | Plasma cell myeloma (C42.1)",C42.1,false,973,Plasma cell tumors
964,9733/3,3,Plasma cell leukemia (C42.1),Plasmacytic leukemia (C42.1),C42.1,false,973,Plasma cell tumors
965,9734/3,3,"Plasmacytoma, extramedullary (not occurring in bone)",Extraosseous plasmacytoma,,false,973,Plasma cell tumors
966,9735/3,3,Plasmablastic lymphoma,,,false,973,Plasma cell tumors
967,9737/3,3,ALK positive large B-cell lymphoma,,,false,973,Plasma cell tumors
968,9738/3,3,Large B-cell lymphoma arising in,HHV8-associated multicentric | Castleman disease,,false,973,Plasma cell tumors
969,9740/1,1,"Mastocytoma, NOS","Mast cell tumor, NOS | Cutaneous mastocytosis | Diffuse cutaneous mastocytosis | Extracutaneous mastocytoma | Solitary mastocytoma of skin | Urticaria pigmentosa",,false,974,Mast cell tumors
970,9740/3,3,Mast cell sarcoma,Malignant mast cell tumor | Malignant mastocytoma,,false,974,Mast cell tumors
971,9741/1,1,Indolent systemic mastocytosis,,,false,974,Mast cell tumors
972,9741/3,3,Malignant mastocytosis,Systemic tissue mast cell disease | Aggressive systemic mastocytosis | Systemic mastocytosis with AHNMD | Systemic mastocytosis with associated hematological clonal non-mast cell disorder,,false,974,Mast cell tumors
973,9742/3,3,Mast cell leukemia (C42.1),,C42.1,false,974,Mast cell tumors
974,9750/3,3,Malignant histiocytosis,Histiocytic medullary reticulosis [obs],,true,975,Neoplasms of histiocytes and accessory lymphoid cells
975,9751/3,3,"Langerhans cell histiocytosis, NOS (This code for all types of Langerhans cell histiocytosis replaces the former 9751/1 through 9754/3 codes)","Langerhans cell granulomatosis [obs] | Eosinophilic granuloma | Acute progressive histiocytosis X [obs] | Histiocytosis X, NOS [obs] | Hand-Schuller-Christian disease [obs] | Letterer-Siwe disease [obs] | Nonlipid reticuloendotheliosis [obs] | Langerhans cell histiocytosis, disseminated | [obs] | Langerhans cell histiocytosis, generalized | [obs] | Langerhans cell histiocytosis, mono-ostotic | [obs] | Langerhans cell histiocytosis, poly-ostotic | [obs] | Langerhans cell histiocytosis, multifocal | [obs] | Langerhans cell histiocytosis, unifocal [obs] | Langerhans cell granulomatosis, unifocal | [obs]",,true,975,Neoplasms of histiocytes and accessory lymphoid cells
976,9755/3,3,Histiocytic sarcoma,True histiocytic lymphoma,,false,975,Neoplasms of histiocytes and accessory lymphoid cells
977,9756/3,3,Langerhans cell sarcoma,,,false,975,Neoplasms of histiocytes and accessory lymphoid cells
978,9757/3,3,Interdigitating dendritic cell sarcoma,"Interdigitating cell sarcoma | Dendritic cell sarcoma, NOS | Indeterminate dendritic cell tumor",,false,975,Neoplasms of histiocytes and accessory lymphoid cells
979,9758/3,3,Follicular dendritic cell sarcoma,Follicular dendritic cell tumor,,false,975,Neoplasms of histiocytes and accessory lymphoid cells
980,9759/3,3,Fibroblastic reticular cell tumor,,,false,975,Neoplasms of histiocytes and accessory lymphoid cells
981,9760/3,3,"Immunoproliferative disease, NOS",,,false,976,Immunoproliferative diseases
982,9761/3,3,Waldenstrom macroglobulinemia (C42.0) (see also M-9671/3),,C42.0,false,976,Immunoproliferative diseases
983,9762/3,3,"Heavy chain disease, NOS",Alpha heavy chain disease | Gamma heavy chain disease | Franklin disease | Mu heavy chain disease,,false,976,Immunoproliferative diseases
984,9764/3,3,Immunoproliferative small intestinal disease (C17._),Mediterranean lymphoma,,false,976,Immunoproliferative diseases
985,9765/1,1,Monoclonal gammopathy of undetermined significance,"MGUS | Monoclonal gammopathy, NOS",,false,976,Immunoproliferative diseases
986,9766/1,1,Angiocentric immunoproliferative lesion,Lymphomatoid granulomatosis,,false,976,Immunoproliferative diseases
987,9767/1,1,Angioimmunoblastic lymphadenopathy (AIC),Immunoblastic lymphadenopathy (IBL) | [obs],,true,976,Immunoproliferative diseases
988,9768/1,1,T-gamma lymphoproliferative disease,,,false,976,Immunoproliferative diseases
989,9769/1,1,Immunoglobulin deposition disease,Primary amyloidosis | Systemic light chain disease,,false,976,Immunoproliferative diseases
990,9800/3,3,"Leukemia, NOS","Aleukemic leukemia, NOS [obs] | Chronic leukemia, NOS [obs] | Subacute leukemia, NOS [obs]",,true,980,"Leukemias, NOS"
991,9801/3,3,"Acute leukemia, NOS",Blast cell leukemia | Stem cell leukemia | Undifferentiated leukemia,,false,980,"Leukemias, NOS"
992,9805/3,3,Acute biphenotypic leukemia,Acute bilineal leukemia | Acute mixed lineage leukemia,,false,980,"Leukemias, NOS"
993,9806/3,3,Mixed phenotype acute leukemia with t(9;22)(q34;q11.2); BCR-ABL1,,,false,980,"Leukemias, NOS"
994,9807/3,3,Mixed phenotype acute leukemia with t(v;11q23); MLL rearranged,,,false,980,"Leukemias, NOS"
995,9808/3,3,"Mixed phenotype acute leukemia, B/myeloid, NOS",,,false,980,"Leukemias, NOS"
996,9809/3,3,"Mixed phenotype acute leukemia, T/myeloid, NOS",,,false,980,"Leukemias, NOS"
997,9811/3,3,"B lymphoblastic leukemia/ lymphoma, NOS",,,false,981-983,Lymphoid leukemias
998,9812/3,3,B lymphoblastic leukemia/lymphoma with t(9;22)(q34;q11.2); BCR-ABL1,,,false,981-983,Lymphoid leukemias
999,9813/3,3,B lymphoblastic leukemia/lymphoma with t(v;11q23); MLL rearranged,,,false,981-983,Lymphoid leukemias
1000,9814/3,3,B lymphoblastic leukemia/ lymphoma with t(12;21)(p13;q22);,TEL-AML1 (ETV6-RUNX1),,false,981-983,Lymphoid leukemias
1001,9815/3,3,B lymphoblastic leukemia/ lymphoma with hyperdiploidy,,,false,981-983,Lymphoid leukemias
1002,9816/3,3,B lymphoblastic leukemia/lymphoma with hypodiploidy (Hypodiploid ALL),,,false,981-983,Lymphoid leukemias
1003,9817/3,3,B lymphoblastic leukemia/lymphoma with t(5;14)(q31;q32); IL3-IGH,,,false,981-983,Lymphoid leukemias
1004,9818/3,3,B lymphoblastic leukemia/ lymphoma with t(1;19)(q23;p13.3);,E2A-PBX1 (TCF3-PBX1),,false,981-983,Lymphoid leukemias
1005,9820/3,3,"Lymphoid leukemia, NOS","Lymphatic leukemia, NOS [obs] | Lymphocytic leukemia, NOS [obs] | Aleukemic lymphoid leukemia [obs] | Aleukemic lymphatic leukemia [obs] | Aleukemic lymphocytic leukemia [obs] | Lymphosarcoma cell leukemia [obs] | Subacute lymphoid leukemia [obs] | Subacute lymphatic leukemia [obs] | Subacute lymphocytic leukemia [obs]",,true,981-983,Lymphoid leukemias
1006,9823/3,3,B-cell chronic lymphocytic leukemia/small lymphocytic lymphoma (see also M-9670/3),"Chronic lymphatic leukemia | Chronic lymphocytic leukemia | Chronic lymphocytic leukemia, B-cell type (includes all variants of BCLL) | Chronic lymphoid leukemia",,false,981-983,Lymphoid leukemias
1007,9826/3,3,Burkitt cell leukemia (see also M-9687/3),"Acute leukemia, Burkitt type [obs] | Acute lymphoblastic leukemia, mature | B-cell type | B-ALL [obs] | FAB L3 [obs]",,true,981-983,Lymphoid leukemias
1008,9827/3,3,Adult T-cell leukemia/lymphoma (HTLV-1 positive) (includes all variants),Adult T-cell leukemia | Adult T-cell lymphoma | Adult T-cell lymphoma/leukemia,,false,981-983,Lymphoid leukemias
1009,9831/3,3,T-cell large granular lymphocytic leukemia,"Large granular lymphocytosis, NOS | NK-cell large granular lymphocytic leukemia | T-cell large granular lymphocytosis | Chronic lymphoproliferative disorder of NK cells",,false,981-983,Lymphoid leukemias
1010,9832/3,3,"Prolymphocytic leukemia, NOS",,,false,981-983,Lymphoid leukemias
1011,9833/3,3,"Prolymphocytic leukemia, B-cell type",,,false,981-983,Lymphoid leukemias
1012,9834/3,3,"Prolymphocytic leukemia, T-cell type",,,false,981-983,Lymphoid leukemias
1013,9835/3,3,"Precursor cell lymphoblastic leukemia, NOS (see also M-9727/3)","Acute lymphoblastic leukemia, NOS (see also M-9727/3) | Acute lymphoblastic leukemia, L2 type, | NOS | Acute lymphoblastic leukemia-lymphoma, | NOS | Lymphoblastic leukemia, NOS | Acute lymphatic leukemia | Acute lymphocytic leukemia | Acute lymphoid leukemia | FAB L1 [obs] | FAB L2 | Precursor cell lymphoblastic leukemia, not phenotyped | Acute lymphoblastic leukemia, precursor- cell type",,true,981-983,Lymphoid leukemias
1014,9836/3,3,Precursor B-cell lymphoblastic leukemia (see also M-9728/3) c-ALL,Common ALL | Common precursor B ALL | Pre-B ALL | Pre-pre-B ALL | Pro-B ALL,,false,981-983,Lymphoid leukemias
1015,9837/3,3,Precursor T-cell lymphoblastic leukemia (see also M-9729/3),Cortical T ALL | Mature T ALL | Pre-T ALL | Pro-T ALL | T lymphoblastic leukemia/lymphoma,,false,981-983,Lymphoid leukemias
1016,9840/3,3,"Acute myeloid leukemia, M6 type","Acute erythremia [obs] | Acute erythremic myelosis [obs] | Acute erythroid leukemia | AML M6 | Di Guglielmo disease [obs] | Erythremic myelosis, NOS | Erythroleukemia | FAB M6 | M6A | M6B",,true,984-993,Myeloid leukemias
1017,9860/3,3,"Myeloid leukemia, NOS","Granulocytic leukemia, NOS | Myelocytic leukemia, NOS | Myelogenous leukemia, NOS | Myelomonocytic leukemia, NOS | Non-lymphocytic leukemia, NOS | Aleukemic myeloid leukemia [obs] | Aleukemic granulocytic leukemia [obs] | Aleukemic myelogenous leukemia [obs] | Aleukemic monocytic leukemia [obs] | Chronic monocytic leukemia [obs] | Eosinophilic leukemia | Monocytic leukemia, NOS | Subacute monocytic leukemia [obs] | Subacute myeloid leukemia [obs] | Subacute granulocytic leukemia [obs] | Subacute myelogenous leukemia [obs]",,true,984-993,Myeloid leukemias
1018,9861/3,3,"Acute myeloid leukemia,",NOS (see also M-9930/3) (FAB or WHO type not specified) | Acute granulocytic leukemia | Acute myelocytic leukemia | Acute myelogenous leukemia | Acute non-lymphocytic leukemia | Acute myeloid leukemia with mutated | CEBPA | Acute myeloid leukemia with mutated NPM1,,false,984-993,Myeloid leukemias
1019,9863/3,3,"Chronic myeloid leukemia, NOS","Chronic granulocytic leukemia, NOS | Chronic myelocytic leukemia, NOS | Chronic myelogenous leukemia, NOS",,false,984-993,Myeloid leukemias
1020,9865/3,3,Acute myeloid leukemia with t(6;9) (p23;q34); DEK-NUP214,,,false,984-993,Myeloid leukemias
1021,9866/3,3,"Acute promyelocytic leukemia, t(15;17)(q22;q11-12)","Acute promyelocytic leukemia, NOS | Acute myeloid leukemia, PML/RAR-alpha | Acute myeloid leukemia, t(15;17) (q22;q11-12) | Acute promyelocytic leukemia, PML/RAR- alpha | FAB M3 (includes all variants)",,false,984-993,Myeloid leukemias
1022,9867/3,3,Acute myelomonocytic leukemia,FAB M4,,false,984-993,Myeloid leukemias
1023,9869/3,3,Acute myeloid leukemia with inv(3)(q21;q26.2) or t(13.3) (q21;q26.2); RPN1-EVI1,,,false,984-993,Myeloid leukemias
1024,9870/3,3,Acute basophilic leukemia,,,false,984-993,Myeloid leukemias
1025,9871/3,3,Acute myeloid leukemia with abnormal marrow eosinophils (includes all variants),"Acute myeloid leukemia, CBF-beta/ | MYH11 | Acute myeloid leukemia, inv(16)(p13;q22) | Acute myeloid leukemia, t(16;16)(p13;q11) | Acute myelomonocytic leukemia with abnormal eosinophils | FAB M4Eo",,false,984-993,Myeloid leukemias
1026,9872/3,3,"Acute myeloid leukemia, minimal differentiation",Acute myeloblastic leukemia | FAB M0,,false,984-993,Myeloid leukemias
1027,9873/3,3,Acute myeloid leukemia without maturation,FAB M1,,false,984-993,Myeloid leukemias
1028,9874/3,3,Acute myeloid leukemia with maturation,"FAB M2, NOS",,false,984-993,Myeloid leukemias
1029,9875/3,3,"Chronic myelogenous leukemia,","BCR/ABL positive | Chronic granulocytic leukemia, BCR/ABL | Chronic granulocytic leukemia, | Philadelphia chromosome (Ph1) positive | Chronic granulocytic leukemia, t(9;22) (q34;q11) | Chronic myelogenous leukemia, | Philadelphia chromosome (Ph1) positive | Chronic myelogenous leukemia, t(9;22) (q34;11)",,false,984-993,Myeloid leukemias
1030,9876/3,3,"Atypical chronic myeloid leukemia, BCR/ABL negative","Atypical chronic myeloid leukemia, | Philadelphia chromosome (Ph1) negative",,false,984-993,Myeloid leukemias
1031,9891/3,3,Acute monocytic leukemia,"Monoblastic leukemia, NOS | Acute monoblastic leukemia | FAB M5 (includes all variants) | Acute monoblastic and monocytic leukemia",,false,984-993,Myeloid leukemias
1032,9895/3,3,Acute myeloid leukemia with myelodysplasia-related changes,Acute myeloid leukemia with multilineage dysplasia | Acute myeloid leukemia with prior myelodysplastic syndrome | Acute myeloid leukemia without prior myelodysplastic syndrome,,false,984-993,Myeloid leukemias
1033,9896/3,3,"Acute myeloid leukemia, t(8;21)(q22;q22)","Acute myeloid leukemia, AML1(CBF- alpha)/ETO | Acute myeloid leukemia with t(8;21) (q22;q22); RUNX1-RUNX1T1 | FAB M2, AML1(CBF-alpha)/ETO | FAB M2, t(8;21)(q22;q22)",,false,984-993,Myeloid leukemias
1034,9897/3,3,"Acute myeloid leukemia,","11q23 abnormalities | Acute myeloid leukemia, MLL | Acute myeloid leukemia with t(9;11) (p22;q23); MLLT3-MLL",,false,984-993,Myeloid leukemias
1035,9898/1,1,Transient abnormal myelopoiesis,,,false,984-993,Myeloid leukemias
1036,9898/3,3,Myeloid leukemia associated with Down Syndrome,,,false,984-993,Myeloid leukemias
1037,9910/3,3,Acute megakaryoblastic leukemia,Megakaryocytic leukemia | FAB M7,,false,984-993,Myeloid leukemias
1038,9911/3,3,Acute myeloid leukemia (megakaryoblastic) with t(1;22) (p13;q13); RBM15-MKL1,,,false,984-993,Myeloid leukemias
1039,9920/3,3,Therapy related myeloid neoplasm,"Therapy-related acute myeloid leukemia, | NOS | Therapy-related acute myeloid leukemia, alkylating agent related | Therapy-related acute myeloid leukemia, epipodophyllotoxin-related",,false,984-993,Myeloid leukemias
1040,9930/3,3,Myeloid sarcoma (see also M-9861/3),Chloroma | Granulocytic sarcoma,,false,984-993,Myeloid leukemias
1041,9931/3,3,Acute panmyelosis with myelofibrosis (C42.1),"Acute myelosclerosis, NOS | Acute panmyelosis, NOS | Acute myelofibrosis | Malignant myelosclerosis [obs]",C42.1,true,984-993,Myeloid leukemias
1042,9940/3,3,Hairy cell leukemia (C42.1),,C42.1,false,984-993,Myeloid leukemias
1043,9945/3,3,"Chronic myelomonocytic leukemia, NOS","Chronic myelomonocytic leukemia, Type I | Chronic myelomonocytic leukemia, Type II | Chronic myelomonocytic leukemia in transformation [obs]",,true,994,Other leukemias Hairy cell leukemia variant Leukemic reticuloendotheliosis
1044,9946/3,3,Juvenile myelomonocytic leukemia,Juvenile chronic myelomonocytic leukemia,,false,994,Other leukemias Hairy cell leukemia variant Leukemic reticuloendotheliosis
1045,9948/3,3,Aggressive NK-cell leukemia,,,false,994,Other leukemias Hairy cell leukemia variant Leukemic reticuloendotheliosis
1046,9950/3,3,Polycythemia vera,Chronic erythremia [obs] | Polycythemia rubra vera | Proliferative polycythemia,,true,995-996,Chronic myeloproliferative disorders
1047,9960/3,3,"Myeloproliferative neoplasm, NOS","Chronic myeloproliferative disease, NOS | Chronic myeloproliferative disorder | Myeloproliferative disease, NOS",,false,995-996,Chronic myeloproliferative disorders
1048,9961/3,3,Primary myelofibrosis,Agnogenic myeloid metaplasia | Chronic idiopathic myelofibrosis | Megakaryocytic myelosclerosis | Myelofibrosis as a result of myeloproliferative disease | Myelofibrosis with myeloid metaplasia | Myelosclerosis with myeloid metaplasia,,false,995-996,Chronic myeloproliferative disorders
1049,9962/3,3,Essential thrombocythemia,Essential hemorrhagic thrombocythemia | Idiopathic hemorrhagic thrombocythemia | Idiopathic thrombocythemia,,false,995-996,Chronic myeloproliferative disorders
